date,manual_label,lat,lon,img_id,proj_x,proj_y
2016-11-01,0,52.76596715250189,106.65030520405034,S1A_IW_GRDH_1SDV_20161101T231428_20161101T231453_013755_01615A_AECE,611346.4227227864,5847513.688027921
2016-11-01,0,52.79613060674816,106.65755960401184,S1A_IW_GRDH_1SDV_20161101T231428_20161101T231453_013755_01615A_AECE,611758.5304448786,5850879.874775999
2016-11-01,0,52.84720931679501,106.78234812651544,S1A_IW_GRDH_1SDV_20161101T231428_20161101T231453_013755_01615A_AECE,620030.6556325378,5856762.261470954
2016-11-01,0,52.51873156566493,106.5571647147557,S1A_IW_GRDH_1SDV_20161101T231453_20161101T231518_013755_01615A_218A,605656.8258227302,5819875.032784568
2016-11-01,0,51.841620649193246,105.54498652601274,S1A_IW_GRDH_1SDV_20161101T231453_20161101T231518_013755_01615A_218A,537545.3786810768,5743563.45555365
2016-11-01,0,51.69926386433238,105.1865677628232,S1A_IW_GRDH_1SDV_20161101T231453_20161101T231518_013755_01615A_218A,512893.62209727534,5727606.817673174
2016-11-03,0,55.6855495743481,109.9143879109612,S1A_IW_GRDH_1SDV_20161103T225718_20161103T225747_013784_016251_1441,808845.3529925955,6182033.956183863
2016-11-03,0,55.508067708682105,109.54953316284345,S1A_IW_GRDH_1SDV_20161103T225718_20161103T225747_013784_016251_1441,787229.6495196484,6160738.142525898
2016-11-03,0,55.48457341571047,109.72102916194964,S1A_IW_GRDH_1SDV_20161103T225718_20161103T225747_013784_016251_1441,798225.9229656089,6158849.647111671
2016-11-03,0,55.24414151274712,109.38775388042497,S1A_IW_GRDH_1SDV_20161103T225747_20161103T225821_013784_016251_AF5A,778875.842866156,6130740.032000864
2016-11-03,0,54.58837313985412,108.96513503991162,S1A_IW_GRDH_1SDV_20161103T225747_20161103T225821_013784_016251_AF5A,756166.716871738,6056216.618164806
2016-11-03,0,53.57923517390988,108.4641869003072,S1A_IW_GRDH_1SDV_20161103T225747_20161103T225821_013784_016251_AF5A,729318.3729371801,5942290.130531597
2016-11-06,0,51.68294175448301,103.71437033872424,S1A_IW_GRDH_1SDV_20161106T232321_20161106T232346_013828_0163A7_A2A0,411120.37690208864,5726557.470929812
2016-11-06,0,51.69923235176108,104.20774216171982,S1A_IW_GRDH_1SDV_20161106T232321_20161106T232346_013828_0163A7_A2A0,445247.7257597256,5727883.916307551
2016-11-06,0,51.6409054629339,103.91120798137192,S1A_IW_GRDH_1SDV_20161106T232321_20161106T232346_013828_0163A7_A2A0,424658.2814538792,5721661.284034758
2016-11-08,0,54.913508231007725,109.54039268206908,S1A_IW_GRDH_1SDV_20161108T230543_20161108T230612_013857_016494_59AD,790963.3011979986,6094608.73986588
2016-11-08,0,55.084759509695566,109.2390785560478,S1A_IW_GRDH_1SDV_20161108T230543_20161108T230612_013857_016494_59AD,770510.5563940264,6112435.38047688
2016-11-08,0,55.30521757075589,109.58945391709956,S1A_IW_GRDH_1SDV_20161108T230543_20161108T230612_013857_016494_59AD,791238.1095230696,6138355.359821154
2016-11-08,0,54.33286457999746,108.9061235594698,S1A_IW_GRDH_1SDV_20161108T230612_20161108T230637_013857_016494_4BD8,753934.6736337529,6027594.2201224435
2016-11-08,0,53.66766176685501,108.64311181370904,S1A_IW_GRDH_1SDV_20161108T230612_20161108T230637_013857_016494_4BD8,740654.030749158,5952713.655173928
2016-11-08,0,53.120565465998205,107.6380189298266,S1A_IW_GRDH_1SDV_20161108T230612_20161108T230637_013857_016494_4BD8,676527.4560919343,5888934.2437684005
2016-11-08,0,52.986547139504914,107.46569221637066,S1A_IW_GRDH_1SDV_20161108T230637_20161108T230702_013857_016494_4240,665510.920963157,5873618.475599938
2016-11-08,0,52.81320311281425,107.27875968598948,S1A_IW_GRDH_1SDV_20161108T230637_20161108T230702_013857_016494_4240,653576.7341284185,5853924.840924697
2016-11-08,0,52.33358353712736,106.15083147289624,S1A_IW_GRDH_1SDV_20161108T230637_20161108T230702_013857_016494_4240,578415.2824476884,5798764.799995364
2016-11-08,0,51.69463229513783,105.05123111118884,S1A_IW_GRDH_1SDV_20161108T230702_20161108T230727_013857_016494_2017,503540.92400386464,5727076.476235718
2016-11-08,0,51.618580766806254,104.795519181334,S1A_IW_GRDH_1SDV_20161108T230702_20161108T230727_013857_016494_2017,485843.29723464855,5718636.865768741
2016-11-08,0,51.57387478961818,104.97738917242398,S1A_IW_GRDH_1SDV_20161108T230702_20161108T230727_013857_016494_2017,498433.05923406983,5713645.322831617
2016-11-10,0,55.459142333199765,109.85666183904512,S1A_IW_GRDH_1SDV_20161110T224908_20161110T224937_013886_01657F_88CA,806984.3847553143,6156614.063558176
2016-11-10,0,55.62134853487448,109.89421417490384,S1A_IW_GRDH_1SDV_20161110T224908_20161110T224937_013886_01657F_88CA,808083.1332295211,6174808.6873559505
2016-11-10,0,55.041480742025485,109.74802983372535,S1A_IW_GRDH_1SDV_20161110T224937_20161110T225011_013886_01657F_486E,803291.7265992597,6109716.431751217
2016-11-10,0,54.91647044625876,109.70493391019733,S1A_IW_GRDH_1SDV_20161110T224937_20161110T225011_013886_01657F_486E,801477.5405832662,6095635.1186112575
2016-11-25,0,52.76537159688494,106.65014465218228,S1A_IW_GRDH_1SDV_20161125T231427_20161125T231452_014105_016C2D_906B,611337.1103755913,5847447.198891445
2016-11-25,0,52.903454190579154,106.78901510947551,S1A_IW_GRDH_1SDV_20161125T231427_20161125T231452_014105_016C2D_906B,620323.8038885957,5863029.237379488
2016-11-25,0,52.84520269762294,106.78203169738345,S1A_IW_GRDH_1SDV_20161125T231427_20161125T231452_014105_016C2D_906B,620014.882186777,5856538.548151142
2016-11-25,0,52.51873156566493,106.5571647147557,S1A_IW_GRDH_1SDV_20161125T231452_20161125T231517_014105_016C2D_0CBD,605656.8258227302,5819875.032784568
2016-11-25,0,51.841620649193246,105.54498652601274,S1A_IW_GRDH_1SDV_20161125T231452_20161125T231517_014105_016C2D_0CBD,537545.3786810768,5743563.45555365
2016-11-25,0,51.69926386433238,105.1865677628232,S1A_IW_GRDH_1SDV_20161125T231452_20161125T231517_014105_016C2D_0CBD,512893.62209727534,5727606.817673174
2016-11-27,0,55.6855495743481,109.9143879109612,S1A_IW_GRDH_1SDV_20161127T225717_20161127T225746_014134_016D20_61E3,808845.3529925955,6182033.956183863
2016-11-27,0,55.508067708682105,109.54953316284345,S1A_IW_GRDH_1SDV_20161127T225717_20161127T225746_014134_016D20_61E3,787229.6495196484,6160738.142525898
2016-11-27,0,55.48457341571047,109.72102916194964,S1A_IW_GRDH_1SDV_20161127T225717_20161127T225746_014134_016D20_61E3,798225.9229656089,6158849.647111671
2016-11-27,0,55.1985392914396,109.3876952697382,S1A_IW_GRDH_1SDV_20161127T225746_20161127T225811_014134_016D20_C671,779191.6191527534,6125670.250548132
2016-11-27,0,54.37044988152617,108.81957590865387,S1A_IW_GRDH_1SDV_20161127T225746_20161127T225811_014134_016D20_C671,748084.2456039061,6031464.746755598
2016-11-27,0,54.31718508182392,108.5990537767278,S1A_IW_GRDH_1SDV_20161127T225746_20161127T225811_014134_016D20_C671,734070.1191453403,6024787.472231142
2016-11-27,0,53.22033891759229,107.21184263530044,S1A_IW_GRDH_1SDV_20161127T225811_20161127T225836_014134_016D20_E3FC,647670.4336349064,5899065.315858741
2016-11-27,0,53.01024627147273,107.61410702021588,S1A_IW_GRDH_1SDV_20161127T225811_20161127T225836_014134_016D20_E3FC,675375.3993255864,5876606.858491385
2016-11-27,0,53.65707319446452,108.49913877329818,S1A_IW_GRDH_1SDV_20161127T225811_20161127T225836_014134_016D20_E3FC,731205.1585986774,5951058.316865928
2016-11-30,0,51.58260640189497,103.98118760004174,S1A_IW_GRDH_1SDV_20161130T232321_20161130T232346_014178_016E77_41A7,429410.2030228011,5715107.916692282
2016-11-30,0,51.61012903134888,104.15685376480867,S1A_IW_GRDH_1SDV_20161130T232321_20161130T232346_014178_016E77_41A7,441616.55148663686,5718013.813047623
2016-11-30,0,51.69886930299527,104.01160561037956,S1A_IW_GRDH_1SDV_20161130T232321_20161130T232346_014178_016E77_41A7,431692.6262121293,5728008.846367624
2016-12-02,0,54.86271787530759,109.52098076648834,S1A_IW_GRDH_1SDV_20161202T230543_20161202T230612_014207_016F5D_9357,790085.3866066484,6088882.3074544
2016-12-02,0,55.01483931988852,109.22796047648308,S1A_IW_GRDH_1SDV_20161202T230543_20161202T230612_014207_016F5D_9357,770272.5390973726,6104618.922657481
2016-12-02,0,55.38808475516773,109.6226693934253,S1A_IW_GRDH_1SDV_20161202T230543_20161202T230612_014207_016F5D_9357,792731.6187902028,6147706.145248896
2016-12-02,0,54.04209995457869,108.9601378328898,S1A_IW_GRDH_1SDV_20161202T230612_20161202T230637_014207_016F5D_712B,759259.1581386509,5995463.02653932
2016-12-02,0,53.66766176685501,108.64311181370904,S1A_IW_GRDH_1SDV_20161202T230612_20161202T230637_014207_016F5D_712B,740654.030749158,5952713.655173928
2016-12-02,0,53.12071605542566,107.63832495937748,S1A_IW_GRDH_1SDV_20161202T230612_20161202T230637_014207_016F5D_712B,676547.3132325226,5888951.745614229
2016-12-02,0,52.72038282136664,107.72006808098888,S1A_IW_GRDH_1SDV_20161202T230637_20161202T230702_014207_016F5D_6964,683703.5788160758,5844636.96273283
2016-12-02,1,52.41759719236912,106.77154960847608,S1A_IW_GRDH_1SDV_20161202T230637_20161202T230702_014207_016F5D_6964,620478.0373052458,5808962.45153815
2016-12-02,0,52.13601655283823,105.89267213679076,S1A_IW_GRDH_1SDV_20161202T230637_20161202T230702_014207_016F5D_6964,561095.9150539675,5776542.289987043
